,Donor_Id,P_year,Frequency
0,b'0005082',79,10.0
0,b'0005085',154,10.0
0,b'0005086',77,10.0
0,b'0005092',12,6.0
0,b'0005105',26,2.0
0,b'0005106',153,10.0
0,b'0005109',157,10.0
0,b'0005111',155,10.0
0,b'0005118',1,1.0
0,b'0005120',56,9.0
0,b'0005127',160,11.0
0,b'0005128',154,10.0
0,b'0005131',49,4.0
0,b'0005134',41,7.0
0,b'0005138',5,1.0
0,b'0005143',1,1.0
0,b'0005145',156,10.0
0,b'0005146',77,10.0
0,b'0005147',51,8.0
0,b'0005154',3,3.0
0,b'0005164',2,2.0
0,b'0005166',1,1.0
0,b'0005170',115,10.0
0,b'0005172',117,11.0
0,b'0005174',1,1.0
0,b'0005183',74,9.0
0,b'0005184',157,10.0
0,b'0005189',93,9.0
0,b'0005190',66,5.0
0,b'0005201',157,10.0
0,b'0005204',51,8.0
0,b'0005210',155,10.0
0,b'0005215',37,4.0
0,b'0005219',146,10.0
0,b'0005232',1,1.0
0,b'0005236',156,11.0
0,b'0005239',143,10.0
0,b'0005241',52,9.0
0,b'0005246',56,4.0
0,b'0005252',115,10.0
0,b'0005257',1,1.0
0,b'0005261',1,1.0
0,b'0005270',4,2.0
0,b'0005273',1,1.0
0,b'0005279',1,1.0
0,b'0005283',159,11.0
0,b'0005289',119,8.0
0,b'0005301',26,6.0
0,b'0005303',155,10.0
0,b'0005304',158,11.0
0,b'0005313',1,1.0
0,b'0005323',1,1.0
0,b'0005324',158,11.0
0,b'0005326',89,11.0
0,b'0005328',15,1.0
0,b'0005330',41,3.0
0,b'0005336',41,8.0
0,b'0005340',157,10.0
0,b'0005341',2,2.0
0,b'0005342',1,1.0
0,b'0005346',155,10.0
0,b'0005349',159,11.0
0,b'0005359',1,1.0
0,b'0005364',162,11.0
0,b'0005370',156,10.0
0,b'0005373',4,2.0
0,b'0005381',157,10.0
0,b'0005389',154,11.0
0,b'0005391',184,12.0
0,b'0005406',141,10.0
0,b'0005413',109,12.0
0,b'0005414',27,2.0
0,b'0005417',156,10.0
0,b'0005420',156,10.0
0,b'0005423',56,4.0
0,b'0005431',50,4.0
0,b'0005441',11,4.0
0,b'0005443',156,10.0
0,b'0005444',75,9.0
0,b'0005449',158,11.0
0,b'0005455',153,10.0
0,b'0005470',95,7.0
0,b'0005471',1,1.0
0,b'0005477',155,10.0
0,b'0005481',1,1.0
0,b'0005484',154,11.0
0,b'0005486',6,3.0
0,b'0005494',156,10.0
0,b'0005495',155,10.0
0,b'0005498',1,1.0
0,b'0005503',39,3.0
0,b'0005504',157,10.0
0,b'0005516',123,10.0
0,b'0005521',14,4.0
0,b'0005523',157,10.0
0,b'0005530',2,2.0
0,b'0005535',155,10.0
0,b'0005537',15,5.0
0,b'0005539',128,9.0
0,b'0005542',95,7.0
0,b'0005552',63,7.0
0,b'0005553',1,1.0
0,b'0005556',93,10.0
0,b'0005562',54,9.0
0,b'0005564',2,2.0
0,b'0005566',1,1.0
0,b'0005572',1,1.0
0,b'0005573',1,1.0
0,b'0005578',1,1.0
0,b'0005584',68,8.0
0,b'0005595',22,2.0
0,b'0005600',4,4.0
0,b'0005602',18,1.0
0,b'0005604',60,8.0
0,b'0005610',1,1.0
0,b'0005613',63,4.0
0,b'0005615',50,8.0
0,b'0005628',72,5.0
0,b'0005632',1,1.0
0,b'0005639',140,9.0
0,b'0005641',1,1.0
0,b'0005645',156,10.0
0,b'0005650',94,10.0
0,b'0005656',1,1.0
0,b'0005660',1,1.0
0,b'0005661',3,3.0
0,b'0005663',4,1.0
0,b'0005665',58,4.0
0,b'0005679',13,2.0
0,b'0005685',1,1.0
0,b'0005694',155,10.0
0,b'0005707',1,1.0
0,b'0005710',1,1.0
0,b'0005727',6,3.0
0,b'0005729',17,6.0
0,b'0005730',75,9.0
0,b'0005737',131,11.0
0,b'0005741',1,1.0
0,b'0005743',130,11.0
0,b'0005744',13,4.0
0,b'0005753',158,11.0
0,b'0005754',32,8.0
0,b'0005755',1,1.0
0,b'0005757',1,1.0
0,b'0005765',26,6.0
0,b'0005769',29,7.0
0,b'0005771',24,8.0
0,b'0005793',156,10.0
0,b'0005795',21,7.0
0,b'0005828',155,10.0
0,b'0005839',1,1.0
0,b'0005843',1,1.0
0,b'0005844',20,2.0
0,b'0005849',57,4.0
0,b'0005851',8,2.0
0,b'0005852',63,9.0
0,b'0005853',66,9.0
0,b'0005855',16,1.0
0,b'0005857',53,4.0
0,b'0005858',157,10.0
0,b'0005881',33,7.0
0,b'0005886',157,10.0
0,b'0005887',46,9.0
0,b'0005895',1,1.0
0,b'0005898',1,1.0
0,b'0005900',164,12.0
0,b'0005904',29,7.0
0,b'0005909',63,4.0
0,b'0005911',18,4.0
0,b'0005913',1,1.0
0,b'0005917',30,2.0
0,b'0005919',1,1.0
0,b'0005930',1,1.0
0,b'0005937',1,1.0
0,b'0005938',155,11.0
0,b'0005939',58,4.0
0,b'0005941',289,19.0
0,b'0005942',1,1.0
0,b'0005943',1,1.0
0,b'0005949',158,11.0
0,b'0005950',155,10.0
0,b'0005953',90,10.0
0,b'0005954',59,4.0
0,b'0005960',1,1.0
0,b'0005965',155,10.0
0,b'0005969',93,7.0
0,b'0005970',127,11.0
0,b'0005982',12,2.0
0,b'0005985',47,9.0
0,b'0005993',156,10.0
0,b'0005999',1,1.0
0,b'0006002',2,2.0
0,b'0006003',57,4.0
0,b'0006009',1,1.0
0,b'0006010',26,2.0
0,b'0006016',32,2.0
0,b'0006017',398,27.0
0,b'0006018',6,3.0
0,b'0006019',161,11.0
0,b'0006022',39,8.0
0,b'0006023',1,1.0
0,b'0006025',1,1.0
0,b'0006026',1,1.0
0,b'0006031',158,11.0
0,b'0006046',1,1.0
0,b'0006048',156,10.0
0,b'0006055',25,2.0
0,b'0006065',155,10.0
0,b'0006074',1,1.0
0,b'0006078',156,10.0
0,b'0006083',1,1.0
0,b'0006085',238,16.0
0,b'0006095',155,10.0
0,b'0006101',69,10.0
0,b'0006103',83,9.0
0,b'0006107',147,10.0
0,b'0006116',25,2.0
0,b'0006120',190,13.0
0,b'0006122',1,1.0
0,b'0006127',156,10.0
0,b'0006128',1,1.0
0,b'0006136',71,9.0
0,b'0006138',1,1.0
0,b'0006139',2,1.0
0,b'0006141',59,4.0
0,b'0006144',2,2.0
0,b'0006146',161,11.0
0,b'0006147',31,2.0
0,b'0006149',156,10.0
0,b'0006152',59,4.0
0,b'0006157',8,1.0
0,b'0006162',1,1.0
0,b'0006172',311,21.0
0,b'0006175',157,10.0
0,b'0006187',136,10.0
0,b'0006190',81,10.0
0,b'0006192',134,10.0
0,b'0006196',158,11.0
0,b'0006203',1,1.0
0,b'0006220',99,11.0
0,b'0006229',42,8.0
0,b'0006234',155,10.0
0,b'0006239',5,5.0
0,b'0006248',154,10.0
0,b'0006253',42,3.0
0,b'0006256',11,3.0
0,b'0006261',28,7.0
0,b'0006262',102,10.0
0,b'0006273',1,1.0
0,b'0006274',1,1.0
0,b'0006278',2,2.0
0,b'0006281',154,10.0
0,b'0006287',165,11.0
0,b'0006291',156,10.0
0,b'0006300',1,1.0
0,b'0006302',163,11.0
0,b'0006307',54,4.0
0,b'0006313',84,9.0
0,b'0006321',68,5.0
0,b'0006322',1,1.0
0,b'0006326',97,9.0
0,b'0006330',154,10.0
0,b'0006333',158,11.0
0,b'0006343',154,10.0
0,b'0006352',35,2.0
0,b'0006358',154,10.0
0,b'0006361',3,3.0
0,b'0006365',293,20.0
0,b'0006368',19,4.0
0,b'0006382',21,4.0
0,b'0006394',3,3.0
0,b'0006396',71,5.0
0,b'0006400',64,9.0
0,b'0006403',58,4.0
0,b'0006404',54,4.0
0,b'0006406',15,5.0
0,b'0006426',155,10.0
0,b'0006427',155,10.0
0,b'0006430',26,4.0
0,b'0006433',156,10.0
0,b'0006437',1,1.0
0,b'0006439',123,10.0
0,b'0006456',5,2.0
0,b'0006460',22,2.0
0,b'0006461',338,23.0
0,b'0006468',156,10.0
0,b'0006471',72,5.0
0,b'0006472',1,1.0
0,b'0006475',120,10.0
0,b'0006478',5,2.0
0,b'0006487',6,2.0
0,b'0006493',1,1.0
0,b'0006494',24,2.0
0,b'0006503',58,4.0
0,b'0006507',159,11.0
0,b'0006512',27,2.0
0,b'0006514',159,11.0
0,b'0006516',75,5.0
0,b'0006523',19,3.0
0,b'0006529',63,9.0
0,b'0006530',36,3.0
0,b'0006531',158,11.0
0,b'0006536',60,9.0
0,b'0006539',31,8.0
0,b'0006541',157,10.0
0,b'0006542',2,2.0
0,b'0006545',17,6.0
0,b'0006550',74,9.0
0,b'0006552',9,4.0
0,b'0006555',12,3.0
0,b'0006557',169,11.0
0,b'0006560',28,4.0
0,b'0006570',61,10.0
0,b'0006592',67,5.0
0,b'0006600',3,2.0
0,b'0006604',156,10.0
0,b'0006606',150,11.0
0,b'0006609',22,2.0
0,b'0006612',156,10.0
0,b'0006617',21,2.0
0,b'0006621',155,10.0
0,b'0006622',160,11.0
0,b'0006623',157,10.0
0,b'0006625',130,11.0
0,b'0006626',1,1.0
0,b'0006635',16,1.0
0,b'0006648',2,2.0
0,b'0006649',118,8.0
0,b'0006652',1,1.0
0,b'0006670',160,11.0
0,b'0006683',3,2.0
0,b'0006685',1,1.0
0,b'0006692',65,11.0
0,b'0006696',21,1.0
0,b'0006697',23,2.0
0,b'0006700',2,2.0
0,b'0006707',1,1.0
0,b'0006708',100,10.0
0,b'0006711',1,1.0
0,b'0006719',157,11.0
0,b'0006720',154,10.0
0,b'0006729',3,3.0
0,b'0006730',157,10.0
0,b'0006735',18,1.0
0,b'0006737',90,15.0
0,b'0006739',93,10.0
0,b'0006750',145,10.0
0,b'0006752',1,1.0
0,b'0006753',62,4.0
0,b'0006755',1,1.0
0,b'0006756',1,1.0
0,b'0006760',156,10.0
0,b'0006765',148,11.0
0,b'0006768',35,2.0
0,b'0006780',489,33.0
0,b'0006789',4,1.0
0,b'0006791',156,10.0
0,b'0006794',1,1.0
0,b'0006801',3,3.0
0,b'0006803',1,1.0
0,b'0006806',155,10.0
0,b'0006816',151,10.0
0,b'0006829',61,9.0
0,b'0006830',1,1.0
0,b'0006831',157,10.0
0,b'0006837',157,10.0
0,b'0006839',1,1.0
0,b'0006843',160,11.0
0,b'0006846',157,10.0
0,b'0006847',157,10.0
0,b'0006853',156,10.0
0,b'0006863',24,3.0
0,b'0006873',1,1.0
0,b'0006874',1,1.0
0,b'0006882',156,10.0
0,b'0006883',67,10.0
0,b'0006884',1,1.0
0,b'0006888',299,20.0
0,b'0006892',1,1.0
0,b'0006894',151,10.0
0,b'0006896',1,1.0
0,b'0006897',10,5.0
0,b'0006899',1,1.0
0,b'0006900',156,10.0
0,b'0006907',1,1.0
0,b'0006908',2,2.0
0,b'0006922',2,2.0
0,b'0006925',28,4.0
0,b'0006931',21,1.0
0,b'0006932',1,1.0
0,b'0006940',35,2.0
0,b'0006946',1,1.0
0,b'0006951',157,10.0
0,b'0006958',93,10.0
0,b'0006964',1,1.0
0,b'0006967',1,1.0
0,b'0006969',22,1.0
0,b'0006970',55,4.0
0,b'0006974',1,1.0
0,b'0006980',155,10.0
0,b'0006983',157,10.0
0,b'0006985',3,2.0
0,b'0006987',19,1.0
0,b'0006997',1,1.0
0,b'0007003',159,11.0
0,b'0007004',154,10.0
0,b'0007009',149,10.0
0,b'0007014',29,2.0
0,b'0007021',57,4.0
0,b'0007024',15,1.0
0,b'0007025',19,1.0
0,b'0007028',1,1.0
0,b'0007035',158,11.0
0,b'0007039',2,2.0
0,b'0007041',157,10.0
0,b'0007048',19,1.0
0,b'0007054',1,1.0
0,b'0007055',222,15.0
0,b'0007058',1,1.0
0,b'0007070',156,10.0
0,b'0007089',156,10.0
0,b'0007090',10,3.0
0,b'0007095',55,4.0
0,b'0007096',128,9.0
0,b'0007102',1,1.0
0,b'0007106',122,11.0
0,b'0007110',122,10.0
0,b'0007111',21,7.0
0,b'0007112',131,11.0
0,b'0007124',150,10.0
0,b'0007126',4,4.0
0,b'0007127',1,1.0
0,b'0007128',157,10.0
0,b'0007136',151,11.0
0,b'0007149',160,11.0
0,b'0007163',153,11.0
0,b'0007167',152,10.0
0,b'0007172',150,10.0
0,b'0007175',4,2.0
0,b'0007206',75,8.0
0,b'0007210',1,1.0
0,b'0007220',157,10.0
0,b'0007224',2,2.0
0,b'0007227',49,8.0
0,b'0007228',156,10.0
0,b'0007236',155,10.0
0,b'0007242',154,11.0
0,b'0007245',78,10.0
0,b'0007248',1,1.0
0,b'0007261',155,10.0
0,b'0007275',157,10.0
0,b'0007278',154,10.0
0,b'0007279',154,10.0
0,b'0007280',70,14.0
0,b'0007282',147,10.0
0,b'0007283',155,10.0
0,b'0007284',158,11.0
0,b'0007290',157,10.0
0,b'0007308',1,1.0
0,b'0007318',25,2.0
0,b'0007327',155,10.0
0,b'0007330',156,10.0
0,b'0007331',27,14.0
0,b'0007358',167,21.0
0,b'0007363',2,2.0
0,b'0007373',163,12.0
0,b'0007378',98,10.0
0,b'0007387',158,11.0
0,b'0007390',157,10.0
0,b'0007391',30,2.0
0,b'0007392',2,1.0
0,b'0007394',99,10.0
0,b'0007398',153,10.0
0,b'0007404',116,11.0
0,b'0007406',1,1.0
0,b'0007407',56,4.0
0,b'0007408',55,4.0
0,b'0007409',53,4.0
0,b'0007417',451,30.0
0,b'0007420',155,10.0
0,b'0007430',159,11.0
0,b'0007434',214,14.0
0,b'0007438',21,2.0
0,b'0007440',156,10.0
0,b'0007443',1,1.0
0,b'0007452',156,10.0
0,b'0007454',1,1.0
0,b'0007457',32,8.0
0,b'0007474',154,10.0
0,b'0007483',51,8.0
0,b'0007484',83,10.0
0,b'0007500',157,10.0
0,b'0007511',156,10.0
0,b'0007513',156,11.0
0,b'0007516',156,10.0
0,b'0007519',156,10.0
0,b'0007521',155,10.0
0,b'0007531',155,10.0
0,b'0007533',21,2.0
0,b'0007540',132,10.0
0,b'0007546',156,10.0
0,b'0007557',110,11.0
0,b'0007564',158,11.0
0,b'0007571',51,8.0
0,b'0007572',154,10.0
0,b'0007574',157,10.0
0,b'0007581',175,12.0
0,b'0007582',541,36.0
0,b'0007583',34,2.0
0,b'0007587',165,12.0
0,b'0007590',156,10.0
0,b'0007606',51,4.0
0,b'0007610',158,11.0
0,b'0007611',7,4.0
0,b'0007618',3,3.0
0,b'0007619',59,4.0
0,b'0007632',13,4.0
0,b'0007635',12,4.0
0,b'0007640',59,4.0
0,b'0007641',46,9.0
0,b'0007651',30,8.0
0,b'0007654',155,10.0
0,b'0007655',155,10.0
0,b'0007660',1,1.0
0,b'0007673',151,10.0
0,b'0007676',1,1.0
0,b'0007679',156,10.0
0,b'0007682',153,10.0
0,b'0007686',155,10.0
0,b'0007687',154,10.0
0,b'0007692',46,9.0
0,b'0007702',156,10.0
0,b'0007704',152,11.0
0,b'0007713',80,10.0
0,b'0007717',153,11.0
0,b'0007729',156,10.0
0,b'0007734',151,10.0
0,b'0007736',34,3.0
0,b'0007742',156,10.0
0,b'0007745',1,1.0
0,b'0007748',57,10.0
0,b'0007751',117,20.0
0,b'0007767',31,5.0
0,b'0007775',31,2.0
0,b'0007776',157,10.0
0,b'0007780',2,2.0
0,b'0007782',156,10.0
0,b'0007784',94,9.0
0,b'0007789',1,1.0
0,b'0007792',1,1.0
0,b'0007798',1,1.0
0,b'0007800',11,4.0
0,b'0007805',116,11.0
0,b'0007812',1,1.0
0,b'0007815',1,1.0
0,b'0007818',156,11.0
0,b'0007823',1,1.0
0,b'0007831',1,1.0
0,b'0007832',2,1.0
0,b'0007855',155,10.0
0,b'0007859',78,10.0
0,b'0007862',1,1.0
0,b'0007870',1,1.0
0,b'0007873',144,11.0
0,b'0007883',1,1.0
0,b'0007891',1,1.0
0,b'0007902',96,10.0
0,b'0007903',1,1.0
0,b'0007911',3,3.0
0,b'0007920',312,21.0
0,b'0007922',54,4.0
0,b'0007923',157,10.0
0,b'0007936',3,3.0
0,b'0007941',1,1.0
0,b'0007946',2,2.0
0,b'0007950',1,1.0
0,b'0007960',1,1.0
0,b'0007963',157,10.0
0,b'0007964',94,9.0
0,b'0007965',1,1.0
0,b'0007972',1,1.0
0,b'0007973',1,1.0
0,b'0007979',1,1.0
0,b'0007981',117,11.0
0,b'0007983',1,1.0
0,b'0007987',3,3.0
0,b'0007988',155,10.0
0,b'0007991',21,2.0
0,b'0007992',155,10.0
0,b'0008001',153,10.0
0,b'0008002',155,10.0
0,b'0008005',3,3.0
0,b'0008006',1,1.0
0,b'0008008',18,1.0
0,b'0008009',157,10.0
0,b'0008010',157,10.0
0,b'0008014',2,1.0
0,b'0008023',157,10.0
0,b'0008024',155,10.0
0,b'0008028',1,1.0
0,b'0008039',39,4.0
0,b'0008051',3,1.0
0,b'0008053',157,11.0
0,b'0008054',1,1.0
0,b'0008056',18,4.0
0,b'0008067',161,11.0
0,b'0008071',153,10.0
0,b'0008075',156,10.0
0,b'0008078',3,3.0
0,b'0008088',94,10.0
0,b'0008092',82,10.0
0,b'0008094',156,10.0
0,b'0008102',157,10.0
0,b'0008106',74,9.0
0,b'0008116',1,1.0
0,b'0008127',157,10.0
0,b'0008134',1,1.0
0,b'0008151',2,2.0
0,b'0008153',156,10.0
0,b'0008159',1,1.0
0,b'0008160',1,1.0
0,b'0008162',158,11.0
0,b'0008176',1,1.0
0,b'0008178',3,3.0
0,b'0008186',1,1.0
0,b'0008191',65,11.0
0,b'0008194',155,10.0
0,b'0008205',1,1.0
0,b'0008208',158,11.0
0,b'0008210',159,11.0
0,b'0008213',5,1.0
0,b'0008215',157,10.0
0,b'0008216',3,2.0
0,b'0008223',156,10.0
0,b'0008232',72,9.0
0,b'0008236',156,10.0
0,b'0008239',1,1.0
0,b'0008241',1,1.0
0,b'0008261',157,10.0
0,b'0008262',4,4.0
0,b'0008269',4,4.0
0,b'0008272',56,14.0
0,b'0008276',41,3.0
0,b'0008277',155,10.0
0,b'0008286',156,10.0
0,b'0008288',6,3.0
0,b'0008302',1,1.0
0,b'0008314',157,11.0
0,b'0008319',163,11.0
0,b'0008320',1,1.0
0,b'0008321',1,1.0
0,b'0008324',19,4.0
0,b'0008337',157,10.0
0,b'0008349',156,10.0
0,b'0008352',12,3.0
0,b'0008362',1,1.0
0,b'0008386',1,1.0
0,b'0008393',201,20.0
0,b'0008404',1,1.0
0,b'0008410',88,15.0
0,b'0008411',72,9.0
0,b'0008413',157,10.0
0,b'0008414',157,10.0
0,b'0008416',100,10.0
0,b'0008418',134,12.0
0,b'0008425',99,11.0
0,b'0008432',152,10.0
0,b'0008433',22,4.0
0,b'0008436',158,11.0
0,b'0008441',157,10.0
0,b'0008445',28,2.0
0,b'0008446',16,2.0
0,b'0008447',131,11.0
0,b'0008451',22,6.0
0,b'0008457',156,11.0
0,b'0008461',155,10.0
0,b'0008464',115,8.0
0,b'0008468',157,10.0
0,b'0008469',119,11.0
0,b'0008471',1,1.0
0,b'0008473',123,10.0
0,b'0008495',64,9.0
0,b'0008504',155,10.0
0,b'0008507',18,2.0
0,b'0008519',312,21.0
0,b'0008528',141,11.0
0,b'0008532',157,10.0
0,b'0008538',59,4.0
0,b'0008546',158,11.0
0,b'0008554',313,21.0
0,b'0008555',156,10.0
0,b'0008562',22,7.0
0,b'0008566',1,1.0
0,b'0008570',1,1.0
0,b'0008571',25,6.0
0,b'0008573',22,2.0
0,b'0008577',57,4.0
0,b'0008579',157,10.0
0,b'0008587',2,2.0
0,b'0008588',1,1.0
0,b'0008595',2,2.0
0,b'0008600',109,10.0
0,b'0008602',129,16.0
0,b'0008604',1,1.0
0,b'0008606',167,11.0
0,b'0008609',77,10.0
0,b'0008620',2,2.0
0,b'0008630',157,10.0
0,b'0008632',91,10.0
0,b'0008634',116,11.0
0,b'0008640',1,1.0
0,b'0008653',33,2.0
0,b'0008663',155,10.0
0,b'0008668',4,4.0
0,b'0008673',157,10.0
0,b'0008675',17,3.0
0,b'0008683',153,10.0
0,b'0008684',1,1.0
0,b'0008685',34,8.0
0,b'0008698',54,4.0
0,b'0008700',21,2.0
0,b'0008705',21,2.0
0,b'0008710',22,2.0
0,b'0008713',159,11.0
0,b'0008716',57,4.0
0,b'0008723',23,4.0
0,b'0008736',54,4.0
0,b'0008740',155,10.0
0,b'0008741',161,11.0
0,b'0008752',18,2.0
0,b'0008754',1,1.0
0,b'0008755',1,1.0
0,b'0008756',155,10.0
0,b'0008766',155,10.0
0,b'0008767',2,2.0
0,b'0008775',263,19.0
0,b'0008778',161,12.0
0,b'0008779',1,1.0
0,b'0008781',39,8.0
0,b'0008784',154,10.0
0,b'0008796',157,10.0
0,b'0008802',156,10.0
0,b'0008803',3,3.0
0,b'0008804',155,10.0
0,b'0008807',3,3.0
0,b'0008811',158,11.0
0,b'0008812',567,38.0
0,b'0008817',157,10.0
0,b'0008823',75,5.0
0,b'0008830',142,10.0
0,b'0008832',3,3.0
0,b'0008837',155,10.0
0,b'0008841',21,2.0
0,b'0008842',29,7.0
0,b'0008847',73,9.0
0,b'0008852',58,4.0
0,b'0008853',3,2.0
0,b'0008856',154,10.0
0,b'0008862',155,10.0
0,b'0008867',2,2.0
0,b'0008872',155,10.0
0,b'0008875',17,1.0
0,b'0008877',65,8.0
0,b'0008879',12,2.0
0,b'0008883',158,11.0
0,b'0008884',16,4.0
0,b'0008885',123,10.0
0,b'0008888',154,10.0
0,b'0008890',53,9.0
0,b'0008895',156,10.0
0,b'0008898',163,11.0
0,b'0008907',155,10.0
0,b'0008913',21,4.0
0,b'0008915',14,2.0
0,b'0008919',155,10.0
0,b'0008920',98,10.0
0,b'0008921',152,10.0
0,b'0008931',32,8.0
0,b'0008935',55,9.0
0,b'0008936',156,10.0
0,b'0008951',148,11.0
0,b'0008967',17,1.0
0,b'0008970',157,10.0
0,b'0008977',53,4.0
0,b'0008982',1,1.0
0,b'0008984',35,2.0
0,b'0008986',157,10.0
0,b'0008987',154,10.0
0,b'0008997',156,10.0
0,b'0009006',1,1.0
0,b'0009007',157,10.0
0,b'0009009',2,2.0
0,b'0009018',157,10.0
0,b'0009019',2,2.0
0,b'0009020',114,11.0
0,b'0009026',87,9.0
0,b'0009037',1,1.0
0,b'0009039',11,4.0
0,b'0009042',156,10.0
0,b'0009048',31,3.0
0,b'0009077',4,2.0
0,b'0009078',157,10.0
0,b'0009080',1,1.0
0,b'0009098',32,4.0
0,b'0009102',157,10.0
0,b'0009107',28,2.0
0,b'0009119',75,8.0
0,b'0009123',19,6.0
0,b'0009127',155,10.0
0,b'0009130',34,2.0
0,b'0009133',88,10.0
0,b'0009162',101,7.0
0,b'0009164',1,1.0
0,b'0009168',74,9.0
0,b'0009170',2,2.0
0,b'0009174',156,10.0
0,b'0009178',157,10.0
0,b'0009182',1,1.0
0,b'0009190',158,11.0
0,b'0009191',156,10.0
0,b'0009196',149,11.0
0,b'0009197',1,1.0
0,b'0009198',31,2.0
0,b'0009204',1,1.0
0,b'0009205',2,2.0
0,b'0009210',158,11.0
0,b'0009215',145,11.0
0,b'0009217',54,9.0
0,b'0009227',52,4.0
0,b'0009228',153,10.0
0,b'0009229',144,11.0
0,b'0009231',22,2.0
0,b'0009233',155,10.0
0,b'0009236',2,2.0
0,b'0009238',258,17.0
0,b'0009259',54,4.0
0,b'0009260',334,22.0
0,b'0009263',72,10.0
0,b'0009264',52,4.0
0,b'0009269',1,1.0
0,b'0009271',23,8.0
0,b'0009272',1,1.0
0,b'0009283',62,4.0
0,b'0009284',155,10.0
0,b'0009291',2,2.0
0,b'0009308',202,20.0
0,b'0009312',155,10.0
0,b'0009318',142,11.0
0,b'0009326',1,1.0
0,b'0009335',1,1.0
0,b'0009338',155,10.0
0,b'0009342',1,1.0
0,b'0009350',33,2.0
0,b'0009353',154,11.0
0,b'0009363',1,1.0
0,b'0009370',156,10.0
0,b'0009372',53,4.0
0,b'0009377',157,10.0
0,b'0009378',1,1.0
0,b'0009382',2,2.0
0,b'0009383',1,1.0
0,b'0009386',315,21.0
0,b'0009391',1,1.0
0,b'0009408',16,1.0
0,b'0009415',1,1.0
0,b'0009416',152,11.0
0,b'0009417',189,14.0
0,b'0009420',152,10.0
0,b'0009423',53,4.0
0,b'0009434',1,1.0
0,b'0009437',56,4.0
0,b'0009450',27,7.0
0,b'0009458',25,6.0
0,b'0009470',157,10.0
0,b'0009475',156,10.0
0,b'0009479',25,2.0
0,b'0009487',134,10.0
0,b'0009504',156,10.0
0,b'0009507',153,10.0
0,b'0009508',1,1.0
0,b'0009512',19,5.0
0,b'0009527',157,10.0
0,b'0009529',155,10.0
0,b'0009542',18,1.0
0,b'0009545',159,11.0
0,b'0009546',32,2.0
0,b'0009549',20,1.0
0,b'0009561',58,4.0
0,b'0009569',2,2.0
0,b'0009573',159,11.0
0,b'0009581',72,9.0
0,b'0009585',301,20.0
0,b'0009588',155,10.0
0,b'0009592',82,8.0
0,b'0009596',1,1.0
0,b'0009597',1,1.0
0,b'0009599',1,1.0
0,b'0009604',156,10.0
0,b'0009607',155,10.0
0,b'0009609',324,22.0
0,b'0009618',162,11.0
0,b'0009629',7,1.0
0,b'0009630',157,10.0
0,b'0009640',60,9.0
0,b'0009642',231,15.0
0,b'0009660',41,7.0
0,b'0009662',44,7.0
0,b'0009665',1,1.0
0,b'0009666',154,10.0
0,b'0009667',3,1.0
0,b'0009669',1,1.0
0,b'0009673',158,11.0
0,b'0009674',61,4.0
0,b'0009676',155,11.0
0,b'0009678',149,10.0
0,b'0009683',155,10.0
0,b'0009687',156,10.0
0,b'0009690',3,3.0
0,b'0009691',2,2.0
0,b'0009692',28,2.0
0,b'0009694',1,1.0
0,b'0009704',91,10.0
0,b'0009711',1,1.0
0,b'0009714',56,4.0
0,b'0009723',158,11.0
0,b'0009725',313,21.0
0,b'0009731',322,21.0
0,b'0009738',156,10.0
0,b'0009744',94,10.0
0,b'0009747',7,2.0
0,b'0009749',118,11.0
0,b'0009751',1,1.0
0,b'0009752',44,9.0
0,b'0009753',138,11.0
0,b'0009757',1,1.0
0,b'0009760',155,10.0
0,b'0009761',32,2.0
0,b'0009762',56,4.0
0,b'0009764',1,1.0
0,b'0009765',159,11.0
0,b'0009770',102,10.0
0,b'0009785',164,11.0
0,b'0009792',12,2.0
0,b'0009793',3,3.0
0,b'0009802',22,6.0
0,b'0009803',1,1.0
0,b'0009808',160,20.0
0,b'0009815',1,1.0
0,b'0009818',23,2.0
0,b'0009825',211,14.0
0,b'0009842',1,1.0
0,b'0009848',1,1.0
0,b'0009850',154,11.0
0,b'0009854',75,12.0
0,b'0009860',32,2.0
0,b'0009862',23,2.0
0,b'0009863',33,4.0
0,b'0009867',154,10.0
0,b'0009868',88,10.0
0,b'0009870',155,10.0
0,b'0009876',89,7.0
0,b'0009884',56,4.0
0,b'0009889',1,1.0
0,b'0009893',158,11.0
0,b'0009901',2,2.0
0,b'0009906',156,10.0
0,b'0009908',2,2.0
0,b'0009909',1,1.0
0,b'0009910',156,10.0
0,b'0009914',313,21.0
0,b'0009919',115,10.0
0,b'0009920',155,10.0
0,b'0009921',61,4.0
0,b'0009922',80,10.0
0,b'0009926',161,11.0
0,b'0009931',1,1.0
0,b'0009933',18,1.0
0,b'0009941',121,11.0
0,b'0009942',159,11.0
0,b'0009945',15,3.0
0,b'0009948',155,10.0
0,b'0009950',313,21.0
0,b'0009953',156,11.0
0,b'0009957',1,1.0
0,b'0009963',25,2.0
0,b'0009970',155,10.0
0,b'0009974',122,10.0
0,b'0009991',155,10.0
0,b'0009997',156,10.0
0,b'0009998',7,7.0
0,b'0010009',1,1.0
0,b'0010017',156,10.0
0,b'0010020',1,1.0
0,b'0010026',13,2.0
0,b'0010032',157,10.0
0,b'0010033',100,10.0
0,b'0010041',155,10.0
0,b'0010042',158,11.0
